Intrinsic parameters (fx,fy,cx,cy) [pixel/mm]: 270.851166,270.782074,160.644485,119.420685
Rotation parameters (th_z,th_x,th_z2) [rad/s]: 4.227355,-2.293805,-0.242118
Translation parameters (Tcw_x,Tcw_y,Tcw_z) [mm]: -2300.000000,1540.000000,3100.000000
*C2:1,0,0|197.81|117.60|30982806,30983493#
*C2:1,0,0|197.81|117.60|30998423,30999104#
*C2:1,0,0|197.81|117.60|31014522,31015204#
*C2:1,0,0|198.05|117.49|31030518,31031209#
*C2:1,0,0|197.81|117.60|31046512,31047203#
*C2:1,0,0|197.81|117.60|31062515,31063196#
*C2:1,0,0|197.81|117.60|31078519,31079206#
*C2:1,0,0|197.81|117.60|31094516,31095196#
*C2:1,0,0|197.81|117.60|31110502,31111187#
*C2:1,0,0|197.81|117.60|31126515,31127199#
*C2:1,0,0|197.81|117.60|31142510,31143193#
*C2:1,0,0|197.81|117.60|31158513,31159205#
*C2:1,0,0|197.81|117.60|31174636,31175308#
*C2:1,0,0|197.81|117.60|31190639,31191326#
*C2:1,0,0|197.81|117.60|31206638,31207321#
*C2:1,0,0|197.81|117.60|31222626,31223308#
*C2:1,0,0|197.81|117.60|31238713,31239406#
*C2:1,0,0|197.81|117.60|31254649,31255325#
*C2:1,0,0|197.55|117.49|31270635,31271326#
*C2:1,0,0|198.05|117.49|31286641,31287327#
*C2:1,0,0|197.55|117.49|31302632,31303324#
*C2:1,0,0|197.81|117.60|31318641,31319324#
*C2:1,0,0|198.05|117.49|31334764,31335447#
*C2:1,0,0|198.05|117.49|31350767,31351447#
*C2:1,0,0|197.81|117.60|31366769,31367455#
*C2:1,0,0|197.81|117.60|31382765,31383440#
*C2:1,0,0|197.81|117.60|31398777,31399460#
*C2:1,0,0|197.81|117.60|31414773,31415467#
*C2:1,0,0|197.81|117.60|31430768,31431460#
*C2:1,0,0|197.81|117.60|31446767,31447456#
*C2:1,0,0|197.81|117.60|31462766,31463450#
*C2:1,0,0|197.81|117.60|31478768,31479456#
*C2:1,0,0|197.81|117.60|31494892,31495575#
*C2:1,0,0|197.81|117.60|31510890,31511569#
*C2:1,0,0|197.81|117.60|31526893,31527576#
*C2:1,0,0|197.81|117.60|31542888,31543575#
*C2:1,0,0|197.81|117.60|31558893,31559585#
*C2:1,0,0|198.05|117.49|31574891,31575572#
*C2:1,0,0|197.81|117.60|31590887,31591576#
*C2:1,0,0|197.81|117.60|31606888,31607574#
*C2:1,0,0|197.81|117.60|31622885,31623588#
*C2:1,0,0|198.05|117.49|31638923,31639616#
*C2:1,0,0|197.81|117.60|31655032,31655719#
*C2:1,0,0|197.81|117.60|31671014,31671701#
*C2:1,0,0|197.81|117.60|31687014,31687705#
*C2:1,0,0|197.81|117.60|31703009,31703692#
*C2:1,0,0|197.81|117.60|31719020,31719711#
*C2:1,0,0|198.05|117.49|31735013,31735703#
*C2:1,0,0|197.81|117.60|31751015,31751705#
*C2:1,0,0|198.05|117.49|31767017,31767704#
*C2:1,0,0|197.81|117.60|31783009,31783705#
*C2:1,0,0|197.81|117.60|31799150,31799835#
*C2:1,0,0|197.81|117.60|31815140,31815824#
*C2:1,0,0|197.81|117.60|31831140,31831831#
*C2:1,0,0|197.81|117.60|31847142,31847824#
*C2:1,0,0|197.81|117.60|31863138,31863824#
*C2:1,0,0|198.05|117.49|31879143,31879827#
*C2:1,0,0|197.81|117.60|31895136,31895825#
*C2:1,0,0|197.81|117.60|31911134,31911824#
*C2:1,0,0|197.81|117.60|31927141,31927838#
*C2:1,0,0|197.81|117.60|31943132,31943813#
*C2:1,0,0|197.81|117.60|31959260,31959941#
*C2:1,0,0|197.81|117.60|31975256,31975951#
*C2:1,0,0|197.81|117.60|31991259,31991945#
*C2:1,0,0|197.81|117.60|32007261,32007943#
*C2:1,0,0|198.05|117.49|32023251,32023948#
*C2:1,0,0|197.81|117.60|32039266,32039955#
*C2:1,0,0|197.81|117.60|32055258,32055949#
