Intrinsic parameters (fx,fy,cx,cy) [pixel/mm]: 270.851166,270.782074,160.644485,119.420685
Rotation parameters (th_z,th_x,th_z2) [rad/s]: 4.227355,-2.293805,-0.242118
Translation parameters (Tcw_x,Tcw_y,Tcw_z) [mm]: -2300.000000,1540.000000,3100.000000
*C2:0,1,0|187.04|150.06|31357947,31358644#
*C2:1,1,0|202.57|121.00|187.04|150.06|31381960,31382659#
*C2:1,1,0|202.57|121.00|187.04|150.06|31398605,31399302#
*C2:1,1,0|202.57|121.00|187.04|150.06|31414593,31415290#
*C2:1,1,0|202.57|121.00|187.04|150.06|31430729,31431424#
*C2:1,0,0|202.57|121.00|31446702,31447400#
*C2:1,1,0|202.57|121.00|187.04|150.06|31462069,31462738#
*C2:1,0,0|202.57|121.00|31478708,31479405#
*C2:1,1,0|202.57|121.00|187.04|150.06|31494081,31494779#
*C2:1,0,0|202.57|121.00|31510706,31511406#
*C2:1,1,0|202.57|121.00|187.04|150.06|31526073,31526774#
*C2:1,1,0|202.57|121.00|187.04|150.06|31542721,31543426#
*C2:1,0,0|202.57|121.00|31558710,31559410#
*C2:1,1,0|202.57|121.00|187.04|150.06|31574073,31574769#
*C2:1,1,0|202.57|121.00|187.04|150.06|31590851,31591549#
*C2:1,0,0|202.57|121.00|31606989,31607692#
*C2:1,1,0|202.57|121.00|187.04|150.06|31622290,31623002#
*C2:1,1,0|202.57|121.00|187.04|150.06|31638852,31639546#
*C2:1,1,0|202.57|121.00|187.04|150.06|31654843,31655539#
*C2:1,1,0|202.57|121.00|187.04|150.06|31670954,31671650#
*C2:1,1,0|202.57|121.00|187.04|150.06|31686857,31687554#
*C2:1,1,0|202.57|121.00|187.04|150.06|31702849,31703550#
*C2:1,1,0|202.57|121.00|187.04|150.06|31718851,31719553#
*C2:1,1,0|202.57|121.00|187.04|150.06|31734842,31735534#
*C2:1,0,0|202.57|121.00|31750955,31751653#
*C2:1,1,0|202.57|121.00|187.04|150.06|31766326,31767026#
*C2:1,1,0|202.57|121.00|187.04|150.06|31782975,31783679#
*C2:1,1,0|202.57|121.00|187.04|150.06|31798974,31799671#
*C2:1,0,0|202.57|121.00|31814966,31815650#
*C2:1,1,0|202.57|121.00|187.04|150.06|31830332,31831037#
*C2:1,1,0|202.57|121.00|187.04|150.06|31846971,31847672#
*C2:1,1,0|202.57|121.00|187.04|150.06|31862973,31863675#
*C2:1,0,0|202.57|121.00|31878951,31879652#
*C2:1,1,0|202.57|121.00|187.04|150.06|31894324,31895040#
*C2:1,0,0|202.57|121.00|31911081,31911779#
*C2:1,0,0|202.57|121.00|31926422,31927129#
*C2:1,1,0|202.57|121.00|187.04|150.06|31942456,31943145#
*C2:1,1,0|202.57|121.00|187.04|150.06|31959108,31959809#
*C2:1,1,0|202.57|121.00|187.04|150.06|31975100,31975792#
*C2:1,1,0|202.57|121.00|187.04|150.06|31991103,31991794#
*C2:1,0,0|202.57|121.00|32007121,32007830#
*C2:1,1,0|202.57|121.00|187.04|150.06|32022462,32023165#
*C2:1,1,0|202.57|121.00|187.04|150.06|32039100,32039794#
*C2:1,1,0|202.57|121.00|187.54|150.06|32055101,32055800#
*C2:1,0,0|202.57|121.00|32071209,32071908#
*C2:1,1,0|202.57|121.00|187.04|150.06|32086578,32087281#
*C2:1,1,0|202.07|121.00|187.04|150.06|32103235,32103932#
*C2:1,1,0|202.57|121.00|187.04|150.06|32119216,32119906#
*C2:1,0,0|202.57|121.00|32135208,32135913#
*C2:1,1,0|202.57|121.00|187.04|150.06|32150582,32151281#
*C2:1,0,0|202.57|121.00|32167199,32167902#
*C2:1,1,0|202.57|121.00|187.04|150.06|32182583,32183284#
*C2:1,1,0|202.57|121.00|187.04|150.06|32199222,32199922#
*C2:1,0,0|202.57|121.00|32215331,32216037#
*C2:1,1,0|202.57|121.00|187.04|150.06|32230698,32231398#
*C2:1,1,0|202.57|121.00|187.04|150.06|32247353,32248054#
*C2:1,1,0|202.57|121.00|187.04|150.06|32263361,32264065#
*C2:1,1,0|202.57|121.00|187.04|150.06|32279354,32280054#
*C2:1,1,0|202.57|121.00|187.04|150.06|32295356,32296075#
*C2:1,1,0|202.57|121.00|187.04|150.06|32311367,32312069#
*C2:1,1,0|202.57|121.00|187.04|150.06|32327354,32328056#
*C2:1,1,0|202.57|121.00|187.04|150.06|32343352,32344048#
*C2:1,1,0|202.57|121.00|187.04|150.06|32359358,32360059#
*C2:1,0,0|202.57|121.00|32375464,32376171#
*C2:1,0,0|202.57|121.00|32390802,32391507#
*C2:1,0,0|202.57|121.00|32406807,32407513#
*C2:1,1,0|202.57|121.00|187.04|150.06|32422832,32423532#
*C2:1,1,0|202.57|121.00|187.04|150.06|32439479,32440182#
*C2:1,1,0|202.57|121.00|187.04|150.06|32455485,32456189#
