Intrinsic parameters (fx,fy,cx,cy) [pixel/mm]: 270.263153,270.084229,158.164001,126.709053
Rotation parameters (th_z,th_x,th_z2) [rad/s]: 1.072167,-2.301146,-0.049489
Translation parameters (Tcw_x,Tcw_y,Tcw_z) [mm]: 2515.000000,-1430.000000,3167.000000
*C4:0,1,1|186.06|162.07|175.51|138.21|13096581,13096646#
*C4:0,1,1|186.06|162.07|175.51|138.21|13112599,13112666#
*C4:0,1,1|186.06|162.07|175.51|138.21|13128581,13128667#
*C4:0,1,1|186.06|162.07|175.51|138.21|13144591,13144678#
*C4:0,1,1|186.06|162.07|175.51|138.21|13160592,13160677#
*C4:0,1,1|186.06|162.07|175.51|138.21|13176594,13176675#
*C4:0,1,1|186.06|162.07|175.51|138.21|13192592,13192676#
*C4:0,1,1|186.06|162.07|175.51|138.21|13208714,13208780#
*C4:0,1,1|186.06|162.07|175.51|138.21|13224717,13224784#
*C4:0,1,1|186.06|162.07|175.51|138.21|13240703,13240770#
*C4:0,1,1|186.06|162.07|175.51|138.21|13256750,13256816#
*C4:0,1,1|186.06|162.07|175.51|138.21|13272740,13272801#
*C4:0,1,1|186.06|162.07|175.51|138.21|13288730,13288803#
*C4:0,1,1|186.06|162.07|175.51|138.21|13304741,13304808#
*C4:0,1,1|186.06|162.07|175.39|138.10|13320742,13320807#
*C4:0,1,1|186.06|162.07|175.51|138.21|13336701,13336788#
*C4:0,1,1|186.06|162.07|175.51|138.21|13352845,13352911#
*C4:0,1,1|186.06|162.07|175.51|138.21|13368831,13368896#
*C4:0,1,1|186.06|162.07|175.51|138.21|13384827,13384892#
*C4:0,1,1|186.06|162.07|175.51|138.21|13400839,13400904#
*C4:0,1,1|186.06|162.07|175.51|138.21|13416840,13416924#
*C4:0,1,1|186.06|162.07|175.51|138.21|13432834,13432921#
*C4:0,1,1|186.06|162.07|175.51|138.21|13448861,13448935#
*C4:0,1,1|186.06|162.07|175.51|138.21|13464843,13464927#
*C4:0,1,1|186.06|162.07|175.51|138.21|13480849,13480927#
*C4:0,1,1|186.06|162.07|175.51|138.21|13496961,13497026#
*C4:0,1,1|186.06|162.07|175.51|138.21|13512962,13513028#
*C4:0,1,1|186.06|162.07|175.51|138.21|13528966,13529035#
*C4:0,1,1|186.06|162.07|175.51|138.21|13544980,13545046#
*C4:0,1,1|186.06|162.07|175.51|138.21|13560959,13561026#
*C4:0,1,1|186.06|162.07|175.51|138.21|13576960,13577047#
*C4:0,1,1|186.06|162.07|175.51|138.21|13592973,13593051#
*C4:0,1,1|186.06|162.07|175.51|138.21|13608958,13609048#
*C4:0,1,1|186.06|162.07|175.51|138.21|13624962,13625049#
*C4:0,1,1|186.06|162.07|175.51|138.21|13640963,13641049#
*C4:0,1,1|186.06|162.07|175.49|138.35|13657118,13657184#
*C4:0,1,1|186.06|162.07|175.51|138.21|13673101,13673166#
*C4:0,1,1|186.06|162.07|175.51|138.21|13689110,13689176#
*C4:0,1,1|186.06|162.07|175.51|138.21|13705111,13705177#
*C4:0,1,1|186.06|162.07|175.51|138.21|13721117,13721183#
*C4:0,1,1|186.06|162.07|175.51|138.21|13737095,13737179#
*C4:0,1,1|186.06|162.07|175.51|138.21|13753091,13753175#
*C4:0,1,1|186.06|162.07|175.51|138.21|13769087,13769174#
*C4:0,1,1|186.06|162.07|175.51|138.21|13785098,13785181#
*C4:0,1,1|186.06|162.07|175.51|138.21|13801222,13801289#
*C4:0,1,1|186.06|162.07|175.51|138.21|13817201,13817268#
*C4:0,1,1|186.06|162.07|175.51|138.21|13833214,13833280#
*C4:0,1,1|186.06|162.07|175.51|138.21|13849221,13849288#
*C4:0,1,1|186.06|162.07|175.51|138.21|13865216,13865300#
*C4:0,1,1|186.06|162.07|175.51|138.21|13881215,13881302#
*C4:0,1,1|186.06|162.07|175.51|138.21|13897223,13897299#
*C4:0,1,1|186.06|162.07|175.39|138.10|13913213,13913298#
*C4:0,1,1|186.06|162.07|175.51|138.21|13929231,13929302#
*C4:0,1,1|186.06|162.07|175.51|138.21|13945362,13945428#
*C4:0,1,1|186.06|162.07|175.51|138.21|13961329,13961397#
*C4:0,1,1|186.06|162.07|175.51|138.21|13977338,13977403#
*C4:0,1,1|186.06|162.07|175.51|138.21|13993343,13993410#
*C4:0,1,1|186.06|162.07|175.51|138.21|14009337,14009424#
*C4:0,1,1|186.06|162.07|175.51|138.21|14025343,14025428#
*C4:0,1,1|186.06|162.07|175.51|138.21|14041345,14041425#
*C4:0,1,1|186.06|162.07|175.51|138.21|14057365,14057432#
*C4:0,1,1|186.06|162.07|175.51|138.21|14073334,14073423#
*C4:0,1,1|186.06|162.07|175.51|138.21|14089358,14089433#
*C4:0,1,1|186.06|162.07|175.51|138.21|14105502,14105568#
*C4:0,1,1|186.06|162.07|175.51|138.21|14121521,14121590#
*C4:0,1,1|186.06|162.07|175.51|138.21|14137494,14137560#
*C4:0,1,1|186.06|162.07|175.51|138.21|14153465,14153529#
*C4:0,1,1|186.06|162.07|175.51|138.21|14169481,14169551#
