Intrinsic parameters (fx,fy,cx,cy) [pixel/mm]: 271.756104,271.710297,150.212082,128.845428
Rotation parameters (th_z,th_x,th_z2) [rad/s]: -1.217387,-2.448411,0.184786
Translation parameters (Tcw_x,Tcw_y,Tcw_z) [mm]: -2380.000000,-1065.000000,3200.000000
*C1:1,1,1|149.50|93.43|153.00|122.00|151.23|108.20|30970846,30971761#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|30995146,30996251#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31011253,31012350#
*C1:1,1,1|149.50|93.43|153.00|122.00|151.23|108.20|31027237,31028334#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.23|108.20|31043346,31044458#
*C1:1,1,1|149.50|93.43|152.00|122.00|150.77|108.22|31059316,31060434#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.23|108.20|31075235,31076142#
*C1:1,1,1|149.50|93.43|152.00|122.00|150.77|108.22|31091322,31092442#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31107239,31108355#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.23|108.20|31123231,31124337#
*C1:1,1,1|149.50|93.43|152.00|122.00|150.77|108.22|31139319,31140440#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.23|108.20|31155227,31156328#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31171434,31172358#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.23|108.20|31187348,31188451#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31203434,31204565#
*C1:1,1,1|149.50|93.43|152.00|122.00|150.77|108.22|31219339,31220437#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31235435,31236564#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.23|108.20|31251358,31252456#
*C1:1,1,1|149.50|93.43|152.00|122.00|150.77|108.22|31267450,31268574#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31283366,31284327#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.11|107.99|31299367,31300487#
*C1:1,1,1|149.50|93.43|152.50|122.50|150.77|108.22|31315531,31316674#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31331516,31332633#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31347476,31348577#
*C1:1,1,1|149.50|93.43|153.00|122.17|151.11|107.99|31363500,31364600#
*C1:1,1,1|149.50|93.43|152.00|122.00|150.77|108.22|31379517,31380427#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.11|107.99|31395480,31396587#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.23|108.20|31411557,31412695#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.11|107.99|31427520,31428634#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.23|108.20|31443474,31444594#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31459548,31460673#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.11|107.99|31475605,31476528#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31491649,31492773#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31507607,31508712#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.11|107.99|31523610,31524720#
*C1:1,1,1|149.50|93.43|152.00|122.00|150.77|108.22|31539751,31540848#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31555603,31556730#
*C1:1,1,1|149.50|93.43|152.50|122.50|150.77|108.22|31571599,31572722#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.23|108.20|31587654,31588577#
*C1:1,1,1|149.50|93.43|153.00|122.17|151.23|108.20|31603637,31604769#
*C1:1,1,1|149.50|93.43|152.00|122.00|150.77|108.22|31619653,31620777#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.11|107.99|31635740,31636864#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.11|107.99|31651831,31652951#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31667724,31668838#
*C1:1,1,1|149.50|93.43|152.00|122.00|151.23|108.20|31683724,31684652#
*C1:1,1,1|149.50|93.43|152.50|122.50|151.11|107.99|31699735,31700842#
